,cluster_main_first_word,cluster_prelast_second_word,cluster_last_third_word,cosine_simil_first_sec,cosine_simil_sec_third,cosine_simil_first_third,min_cosine_sim,max_cosine_sim,joke_tokenized,id_joke
794,"the ghostly , sham bling figure of a man",the shadowy figure,it,tensor(0.6485),tensor(0.4484),tensor(0.3601),tensor(0.3601),tensor(0.6485),"[CLS] one dark fog gy night , i was walking alone on a narrow country road when out of the fog appeared a small car moving very slowly - and with no sound ! i jumped to the side of the road but as it drew level , it stopped ! through the windows i could see no - one - no driver , nothing . i looked closer and then opened the passenger door ( i was on that side ) and braced myself to climb in . immediately the car started to move again , just as slowly ! i froze , kneeling on the seat clutching its back . moments later the car stopped and i almost fell out . as i scrambled to my feet , the ghostly , sham bling figure of a man drifted towards me out of the fog and i screamed out "" oh , god , there something wrong about this car ! "" the shadowy figure stopped . it gasped , and then a voice cr oa ked "" i know , i have been pushing it for half a mile ! "" . [SEP]",469
795,i,i,-,tensor(0.3399),0,0,0,0,"[CLS] one dark fog gy night , i was walking alone on a narrow country road when out of the fog appeared a small car moving very slowly - and with no sound ! i jumped to the side of the road but as it drew level , it stopped ! through the windows i could see no - one - no driver , nothing . i looked closer and then opened the passenger door ( i was on that side ) and braced myself to climb in . immediately the car started to move again , just as slowly ! i froze , kneeling on the seat clutching its back . moments later the car stopped and i almost fell out . as i scrambled to my feet , the ghostly , sham bling figure of a man drifted towards me out of the fog and i screamed out "" oh , god , there something wrong about this car ! "" the shadowy figure stopped . it gasped , and then a voice cr oa ked "" i know , i have been pushing it for half a mile ! "" . [SEP]",469
796,two farmers,them,-,tensor(0.3845),0,0,0,0,[CLS] two farmers are standing by a fence . one of them asks the other : - do your cows smoke ? - no . . . - no ? then i suppose your barn is on fire . [SEP],470
797,the other,your,your,tensor(0.3140),tensor(0.5390),tensor(0.3414),tensor(0.3140),tensor(0.5390),[CLS] two farmers are standing by a fence . one of them asks the other : - do your cows smoke ? - no . . . - no ? then i suppose your barn is on fire . [SEP],470
798,a man,i,i,tensor(0.3494),tensor(-0.0283),tensor(-0.0402),tensor(-0.0402),tensor(0.3494),"[CLS] a man walks into a butcher s shop : man : a pound of kid ley s please . butcher : what ? man : i said a pound of kid ley s ! butcher : do not you mean a pound of kidney s ? man : that what i said , did dle i ? [SEP]",471
799,a pound of kid ley s,a pound of kid ley s,-,tensor(0.8777),0,0,0,0,"[CLS] a man walks into a butcher s shop : man : a pound of kid ley s please . butcher : what ? man : i said a pound of kid ley s ! butcher : do not you mean a pound of kidney s ? man : that what i said , did dle i ? [SEP]",471
800,a pound of kidney s,that,-,tensor(0.4972),0,0,0,0,"[CLS] a man walks into a butcher s shop : man : a pound of kid ley s please . butcher : what ? man : i said a pound of kid ley s ! butcher : do not you mean a pound of kidney s ? man : that what i said , did dle i ? [SEP]",471
801,a nun with a washing machine on her head,her,-,tensor(0.6517),0,0,0,0,[CLS] what do you call a nun with a washing machine on her head ? sister mat ic . [SEP],479
802,one,i,i,tensor(0.2068),tensor(0.4152),tensor(0.2018),tensor(0.2018),tensor(0.4152),"[CLS] two elderly gentlemen were talking . one says : "" boy , this new hearing aid i got works great ! i can hear everything now . "" the other one says : "" that wonderful ! what kind is it ? "" "" it a quarter past two . "" [SEP]",480
803,this new hearing aid i got,it,-,tensor(0.3152),0,0,0,0,"[CLS] two elderly gentlemen were talking . one says : "" boy , this new hearing aid i got works great ! i can hear everything now . "" the other one says : "" that wonderful ! what kind is it ? "" "" it a quarter past two . "" [SEP]",480
804,television,it,-,tensor(0.3582),0,0,0,0,[CLS] why is television called a medium ? it is neither rare nor well - done . [SEP],481
805,a couple,they,they,tensor(0.5519),tensor(0.4142),tensor(0.4562),tensor(0.4142),tensor(0.5519),"[CLS] a couple are out touring a house that they want to buy with a real tor when they ask the real tor , "" the house is very nice , but is this a quiet neighborhood ? "" the real tor answers , "" sure , there have been six murders , seven robber ies , and no one heard a thing . "" [SEP]",482
806,a real tor,the real tor,the real tor,tensor(0.6692),tensor(0.6886),tensor(0.5830),tensor(0.5830),tensor(0.6886),"[CLS] a couple are out touring a house that they want to buy with a real tor when they ask the real tor , "" the house is very nice , but is this a quiet neighborhood ? "" the real tor answers , "" sure , there have been six murders , seven robber ies , and no one heard a thing . "" [SEP]",482
807,a house that they want to buy with a real tor,the house,-,tensor(0.4876),0,0,0,0,"[CLS] a couple are out touring a house that they want to buy with a real tor when they ask the real tor , "" the house is very nice , but is this a quiet neighborhood ? "" the real tor answers , "" sure , there have been six murders , seven robber ies , and no one heard a thing . "" [SEP]",482
808,a bar,we,-,tensor(0.3003),0,0,0,0,"[CLS] bacon and eggs walks into a bar , and the bartender says "" sorry , we do not serve breakfast "" . [SEP]",484
809,i,my,-,tensor(0.3490),0,0,0,0,"[CLS] what did one snake say to another ? "" mum , are we supposed to be poisonous ? "" "" no son , why ? "" "" because i just bit my lip ! "" [SEP]",485
810,a business owner,the man,he,tensor(0.4469),tensor(0.5645),tensor(0.4583),tensor(0.4469),tensor(0.5645),"[CLS] a business owner has just moved places and was re open ing soon . a friend of his wanted to cong rat ulate him so he went to the local fl oris t and asked if he could have some flowers delivered to the man . he then asked the fl oris t worker to write something clever to go with the flowers . a few days later the fl oris t receives phone call . it was the boss . "" i am sure there was a mu ck up in your delivery service , my flowers came but it said : rest in peace on it "" . "" well i am sorry "" , was the reply . "" but , what do you think of these mo urne rs at a funeral at the moment with flowers with a card saying : congratulations on your new place ? "" [SEP]",486
811,the local fl oris t,fl oris t,the fl oris t,tensor(0.7216),tensor(0.6710),tensor(0.7025),tensor(0.6710),tensor(0.7216),"[CLS] a business owner has just moved places and was re open ing soon . a friend of his wanted to cong rat ulate him so he went to the local fl oris t and asked if he could have some flowers delivered to the man . he then asked the fl oris t worker to write something clever to go with the flowers . a few days later the fl oris t receives phone call . it was the boss . "" i am sure there was a mu ck up in your delivery service , my flowers came but it said : rest in peace on it "" . "" well i am sorry "" , was the reply . "" but , what do you think of these mo urne rs at a funeral at the moment with flowers with a card saying : congratulations on your new place ? "" [SEP]",486
812,some flowers,the flowers,my flowers,tensor(0.3064),tensor(0.3413),tensor(0.5457),tensor(0.3064),tensor(0.5457),"[CLS] a business owner has just moved places and was re open ing soon . a friend of his wanted to cong rat ulate him so he went to the local fl oris t and asked if he could have some flowers delivered to the man . he then asked the fl oris t worker to write something clever to go with the flowers . a few days later the fl oris t receives phone call . it was the boss . "" i am sure there was a mu ck up in your delivery service , my flowers came but it said : rest in peace on it "" . "" well i am sorry "" , was the reply . "" but , what do you think of these mo urne rs at a funeral at the moment with flowers with a card saying : congratulations on your new place ? "" [SEP]",486
813,the boss,i,my,tensor(0.4162),tensor(0.3440),tensor(0.4487),tensor(0.3440),tensor(0.4487),"[CLS] a business owner has just moved places and was re open ing soon . a friend of his wanted to cong rat ulate him so he went to the local fl oris t and asked if he could have some flowers delivered to the man . he then asked the fl oris t worker to write something clever to go with the flowers . a few days later the fl oris t receives phone call . it was the boss . "" i am sure there was a mu ck up in your delivery service , my flowers came but it said : rest in peace on it "" . "" well i am sorry "" , was the reply . "" but , what do you think of these mo urne rs at a funeral at the moment with flowers with a card saying : congratulations on your new place ? "" [SEP]",486
814,a mu ck up in your delivery service,it,it,tensor(0.4510),tensor(0.3196),tensor(0.4200),tensor(0.3196),tensor(0.4510),"[CLS] a business owner has just moved places and was re open ing soon . a friend of his wanted to cong rat ulate him so he went to the local fl oris t and asked if he could have some flowers delivered to the man . he then asked the fl oris t worker to write something clever to go with the flowers . a few days later the fl oris t receives phone call . it was the boss . "" i am sure there was a mu ck up in your delivery service , my flowers came but it said : rest in peace on it "" . "" well i am sorry "" , was the reply . "" but , what do you think of these mo urne rs at a funeral at the moment with flowers with a card saying : congratulations on your new place ? "" [SEP]",486
815,your,i,you,tensor(0.2697),tensor(0.2809),tensor(0.3520),tensor(0.2697),tensor(0.3520),"[CLS] a business owner has just moved places and was re open ing soon . a friend of his wanted to cong rat ulate him so he went to the local fl oris t and asked if he could have some flowers delivered to the man . he then asked the fl oris t worker to write something clever to go with the flowers . a few days later the fl oris t receives phone call . it was the boss . "" i am sure there was a mu ck up in your delivery service , my flowers came but it said : rest in peace on it "" . "" well i am sorry "" , was the reply . "" but , what do you think of these mo urne rs at a funeral at the moment with flowers with a card saying : congratulations on your new place ? "" [SEP]",486
816,a husband and wife,we,ours,tensor(0.3520),tensor(0.1975),tensor(0.2044),tensor(0.1975),tensor(0.3520),"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
817,a husband,her husband,her husband,tensor(0.2657),tensor(0.3444),tensor(0.3362),tensor(0.2657),tensor(0.3444),"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
818,this stunning young woman,she,a gorgeous young woman,tensor(0.4018),tensor(0.3856),tensor(0.6897),tensor(0.3856),tensor(0.6897),"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
819,wife,her,the wife,tensor(0.2042),tensor(0.3359),tensor(0.2458),tensor(0.2042),tensor(0.3359),"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
820,a divorce,it,-,tensor(0.5902),0,0,0,0,"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
821,their exclusive country club,country club,-,tensor(0.3522),0,0,0,0,"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
822,a mutual friend,jim,his,tensor(0.3347),tensor(0.4507),tensor(0.3821),tensor(0.3347),tensor(0.4507),"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
823,that,that,-,tensor(0.3537),0,0,0,0,"[CLS] a husband and wife were having a fine dining experience at their exclusive country club when this stunning young woman comes over to their table , gives the husband a big kiss , says she will see him later and walks away . his wife glare s at him and says : "" who was that ? ! "" "" oh , "" replies the husband , "" she my mistress . "" "" well that the last straw , "" says the wife . "" i have had enough , i want a divorce . i am going to hire the most aggressive , mean est divorce lawyer i can find and make your life miserable . "" "" i can understand that , "" replies her husband , "" but remember , if we get a divorce it will mean no more winter ing in key west , or the caribbean , no more summers in tuscany , no more cadillac sts in the garage , and no more country club , and we will have to sell the - room house and move to two smaller homes , but the decision is yours . "" just then , a mutual friend enters the restaurant with a gorgeous young woman on his arm . "" who that with jim ? "" asks the wife . "" that his mistress , "" says her husband . the wife replies , "" ours is pre tti er . "" [SEP]",487
824,i,i,-,tensor(0.2628),0,0,0,0,[CLS] i collect badger s . one day i will have the full set . [SEP],488
825,monks,the monks,-,tensor(0.4013),0,0,0,0,"[CLS] a monastery falls on hard times so monks decide to open a fish & chip bar . on the first day of opening a woman comes in and sees one of the monks peeling sp ud s , so she says to him , "" you must be the chip mon k "" , he replies , "" no , i am the friar "" ! [SEP]",489
826,a woman,she,-,tensor(0.4903),0,0,0,0,"[CLS] a monastery falls on hard times so monks decide to open a fish & chip bar . on the first day of opening a woman comes in and sees one of the monks peeling sp ud s , so she says to him , "" you must be the chip mon k "" , he replies , "" no , i am the friar "" ! [SEP]",489
827,one of the monks,he,i,tensor(0.3644),tensor(0.3048),tensor(0.5149),tensor(0.3048),tensor(0.5149),"[CLS] a monastery falls on hard times so monks decide to open a fish & chip bar . on the first day of opening a woman comes in and sees one of the monks peeling sp ud s , so she says to him , "" you must be the chip mon k "" , he replies , "" no , i am the friar "" ! [SEP]",489
828,jesus,you,pin oc chio,tensor(0.1867),tensor(0.4760),tensor(0.2727),tensor(0.1867),tensor(0.4760),"[CLS] jesus decided to help st . peter at the pearl y gates . a very old man approached and jesus asked him , "" how have you lived your life ? "" the old man replied , "" i was a carpenter . "" jesus looked closely at the old man . "" is it , is it . . . . you , father ? "" the old man peered back at him . "" is it you , pin oc chio ? "" [SEP]",490
829,a very old man,father,the old man,tensor(0.4311),tensor(0.4265),tensor(0.6595),tensor(0.4265),tensor(0.6595),"[CLS] jesus decided to help st . peter at the pearl y gates . a very old man approached and jesus asked him , "" how have you lived your life ? "" the old man replied , "" i was a carpenter . "" jesus looked closely at the old man . "" is it , is it . . . . you , father ? "" the old man peered back at him . "" is it you , pin oc chio ? "" [SEP]",490
830,a psychiatrist,you,shrink,tensor(0.3144),tensor(0.2126),tensor(0.4640),tensor(0.2126),tensor(0.4640),"[CLS] a couple goes to a psychiatrist . woman says : "" doc , my husband thinks he a dog . can you help him ? "" shrink says : "" sure , have him lie down on the couch . "" woman says : "" oh no . he not allowed on the couch . "" [SEP]",491
831,woman,my,woman,tensor(0.3410),tensor(0.3200),tensor(0.9248),tensor(0.3200),tensor(0.9248),"[CLS] a couple goes to a psychiatrist . woman says : "" doc , my husband thinks he a dog . can you help him ? "" shrink says : "" sure , have him lie down on the couch . "" woman says : "" oh no . he not allowed on the couch . "" [SEP]",491
832,my husband,him,he,tensor(0.3914),tensor(0.4067),tensor(0.4338),tensor(0.3914),tensor(0.4338),"[CLS] a couple goes to a psychiatrist . woman says : "" doc , my husband thinks he a dog . can you help him ? "" shrink says : "" sure , have him lie down on the couch . "" woman says : "" oh no . he not allowed on the couch . "" [SEP]",491
833,the couch,the couch,-,tensor(0.7315),0,0,0,0,"[CLS] a couple goes to a psychiatrist . woman says : "" doc , my husband thinks he a dog . can you help him ? "" shrink says : "" sure , have him lie down on the couch . "" woman says : "" oh no . he not allowed on the couch . "" [SEP]",491
834,a man,the man,sir,tensor(0.3018),tensor(0.2939),tensor(0.3213),tensor(0.2939),tensor(0.3213),"[CLS] a man was walking in the country and saw a pig with a wooden leg sitting outside a barn . as he was ponder ing this , the pig owner came along . the man asked the farmer how the pig got his wooden leg . the farmer said , "" let me tell you , that is some pig ! our house caught fire last may , and he dragged my kids to safety ! "" "" is that how he lost his leg ? "" the man asked . "" no , "" replied the farmer . "" but a month ago , i almost drowned and that pig swam through icy water to pull me to shore ! "" "" so that how he lost his leg , "" the man asked . "" oh , no . and just a week ago , my wife car slid off the road onto the train tracks . that pig broke through the window and helped her out just as a freight train came through ! "" "" so that how he lost his leg ! "" the man said . "" no , sir . "" "" then how did he lose it ? "" the man begged . "" well sir , "" the farmer replied , "" when you got a pig that terrific , you do not want to eat it all at once . "" [SEP]",492
835,sitting,this,-,tensor(0.6185),0,0,0,0,"[CLS] a man was walking in the country and saw a pig with a wooden leg sitting outside a barn . as he was ponder ing this , the pig owner came along . the man asked the farmer how the pig got his wooden leg . the farmer said , "" let me tell you , that is some pig ! our house caught fire last may , and he dragged my kids to safety ! "" "" is that how he lost his leg ? "" the man asked . "" no , "" replied the farmer . "" but a month ago , i almost drowned and that pig swam through icy water to pull me to shore ! "" "" so that how he lost his leg , "" the man asked . "" oh , no . and just a week ago , my wife car slid off the road onto the train tracks . that pig broke through the window and helped her out just as a freight train came through ! "" "" so that how he lost his leg ! "" the man said . "" no , sir . "" "" then how did he lose it ? "" the man begged . "" well sir , "" the farmer replied , "" when you got a pig that terrific , you do not want to eat it all at once . "" [SEP]",492
836,the pig owner,my,the farmer,tensor(0.4218),tensor(0.2176),tensor(0.4163),tensor(0.2176),tensor(0.4218),"[CLS] a man was walking in the country and saw a pig with a wooden leg sitting outside a barn . as he was ponder ing this , the pig owner came along . the man asked the farmer how the pig got his wooden leg . the farmer said , "" let me tell you , that is some pig ! our house caught fire last may , and he dragged my kids to safety ! "" "" is that how he lost his leg ? "" the man asked . "" no , "" replied the farmer . "" but a month ago , i almost drowned and that pig swam through icy water to pull me to shore ! "" "" so that how he lost his leg , "" the man asked . "" oh , no . and just a week ago , my wife car slid off the road onto the train tracks . that pig broke through the window and helped her out just as a freight train came through ! "" "" so that how he lost his leg ! "" the man said . "" no , sir . "" "" then how did he lose it ? "" the man begged . "" well sir , "" the farmer replied , "" when you got a pig that terrific , you do not want to eat it all at once . "" [SEP]",492
837,a pig with a wooden leg,his,he,tensor(0.2633),tensor(0.2351),tensor(0.5169),tensor(0.2351),tensor(0.5169),"[CLS] a man was walking in the country and saw a pig with a wooden leg sitting outside a barn . as he was ponder ing this , the pig owner came along . the man asked the farmer how the pig got his wooden leg . the farmer said , "" let me tell you , that is some pig ! our house caught fire last may , and he dragged my kids to safety ! "" "" is that how he lost his leg ? "" the man asked . "" no , "" replied the farmer . "" but a month ago , i almost drowned and that pig swam through icy water to pull me to shore ! "" "" so that how he lost his leg , "" the man asked . "" oh , no . and just a week ago , my wife car slid off the road onto the train tracks . that pig broke through the window and helped her out just as a freight train came through ! "" "" so that how he lost his leg ! "" the man said . "" no , sir . "" "" then how did he lose it ? "" the man begged . "" well sir , "" the farmer replied , "" when you got a pig that terrific , you do not want to eat it all at once . "" [SEP]",492
838,a wooden leg,his leg,it,tensor(0.3140),tensor(0.7807),tensor(0.2737),tensor(0.2737),tensor(0.7807),"[CLS] a man was walking in the country and saw a pig with a wooden leg sitting outside a barn . as he was ponder ing this , the pig owner came along . the man asked the farmer how the pig got his wooden leg . the farmer said , "" let me tell you , that is some pig ! our house caught fire last may , and he dragged my kids to safety ! "" "" is that how he lost his leg ? "" the man asked . "" no , "" replied the farmer . "" but a month ago , i almost drowned and that pig swam through icy water to pull me to shore ! "" "" so that how he lost his leg , "" the man asked . "" oh , no . and just a week ago , my wife car slid off the road onto the train tracks . that pig broke through the window and helped her out just as a freight train came through ! "" "" so that how he lost his leg ! "" the man said . "" no , sir . "" "" then how did he lose it ? "" the man begged . "" well sir , "" the farmer replied , "" when you got a pig that terrific , you do not want to eat it all at once . "" [SEP]",492
839,my wife car,her,-,tensor(0.5012),0,0,0,0,"[CLS] a man was walking in the country and saw a pig with a wooden leg sitting outside a barn . as he was ponder ing this , the pig owner came along . the man asked the farmer how the pig got his wooden leg . the farmer said , "" let me tell you , that is some pig ! our house caught fire last may , and he dragged my kids to safety ! "" "" is that how he lost his leg ? "" the man asked . "" no , "" replied the farmer . "" but a month ago , i almost drowned and that pig swam through icy water to pull me to shore ! "" "" so that how he lost his leg , "" the man asked . "" oh , no . and just a week ago , my wife car slid off the road onto the train tracks . that pig broke through the window and helped her out just as a freight train came through ! "" "" so that how he lost his leg ! "" the man said . "" no , sir . "" "" then how did he lose it ? "" the man begged . "" well sir , "" the farmer replied , "" when you got a pig that terrific , you do not want to eat it all at once . "" [SEP]",492
840,a pig that terrific,it all,-,tensor(0.4652),0,0,0,0,"[CLS] a man was walking in the country and saw a pig with a wooden leg sitting outside a barn . as he was ponder ing this , the pig owner came along . the man asked the farmer how the pig got his wooden leg . the farmer said , "" let me tell you , that is some pig ! our house caught fire last may , and he dragged my kids to safety ! "" "" is that how he lost his leg ? "" the man asked . "" no , "" replied the farmer . "" but a month ago , i almost drowned and that pig swam through icy water to pull me to shore ! "" "" so that how he lost his leg , "" the man asked . "" oh , no . and just a week ago , my wife car slid off the road onto the train tracks . that pig broke through the window and helped her out just as a freight train came through ! "" "" so that how he lost his leg ! "" the man said . "" no , sir . "" "" then how did he lose it ? "" the man begged . "" well sir , "" the farmer replied , "" when you got a pig that terrific , you do not want to eat it all at once . "" [SEP]",492
841,the post man,the post man,you,tensor(0.6727),tensor(0.3062),tensor(0.3045),tensor(0.3045),tensor(0.6727),"[CLS] a duck walks in to a post off ice and asks the post man : "" do you have any corn ? "" the post man answers politely : "" no , we do not have any corn here . "" the next day the duck enters the store again and asks : "" do you have any corn ? "" a bit annoyed the post man answers : "" no ! we do not have any corn . "" this goes on for a couple of days . finally one day when the duck asks : "" do you have any corn ? "" , the post man gets so upset he yells : "" no ! for the last time , we do not have any corn , and if you ask again , i will nail your beak to the counter ! ! "" the next day the duck returns to the store and asks : "" do you have any nails ? "" the post man answers : "" no . "" then the duck asks : "" do you have any corn ? "" [SEP]",493
842,a duck,the duck,the duck,tensor(0.6603),tensor(0.4890),tensor(0.4456),tensor(0.4456),tensor(0.6603),"[CLS] a duck walks in to a post off ice and asks the post man : "" do you have any corn ? "" the post man answers politely : "" no , we do not have any corn here . "" the next day the duck enters the store again and asks : "" do you have any corn ? "" a bit annoyed the post man answers : "" no ! we do not have any corn . "" this goes on for a couple of days . finally one day when the duck asks : "" do you have any corn ? "" , the post man gets so upset he yells : "" no ! for the last time , we do not have any corn , and if you ask again , i will nail your beak to the counter ! ! "" the next day the duck returns to the store and asks : "" do you have any nails ? "" the post man answers : "" no . "" then the duck asks : "" do you have any corn ? "" [SEP]",493
843,we,we,the store,tensor(0.8646),tensor(0.3006),tensor(0.2999),tensor(0.2999),tensor(0.8646),"[CLS] a duck walks in to a post off ice and asks the post man : "" do you have any corn ? "" the post man answers politely : "" no , we do not have any corn here . "" the next day the duck enters the store again and asks : "" do you have any corn ? "" a bit annoyed the post man answers : "" no ! we do not have any corn . "" this goes on for a couple of days . finally one day when the duck asks : "" do you have any corn ? "" , the post man gets so upset he yells : "" no ! for the last time , we do not have any corn , and if you ask again , i will nail your beak to the counter ! ! "" the next day the duck returns to the store and asks : "" do you have any nails ? "" the post man answers : "" no . "" then the duck asks : "" do you have any corn ? "" [SEP]",493
844,a teacher,she,the teacher,tensor(0.0793),tensor(0.3422),tensor(0.3904),tensor(0.0793),tensor(0.3904),"[CLS] a teacher was taking her class for a walk in the woods . "" now mary , "" she said . "" what do you call the outside of a tree ? ! "" i do not miss , "" said mary . "" bark , you silly girl , "" said the teacher . "" bark ! "" "" oh all right then , "" said mary . "" woo f - woo f ! "" [SEP]",494
845,mary,you silly girl,mary,tensor(0.7254),tensor(0.5027),tensor(0.4645),tensor(0.4645),tensor(0.7254),"[CLS] a teacher was taking her class for a walk in the woods . "" now mary , "" she said . "" what do you call the outside of a tree ? ! "" i do not miss , "" said mary . "" bark , you silly girl , "" said the teacher . "" bark ! "" "" oh all right then , "" said mary . "" woo f - woo f ! "" [SEP]",494
846,john,you,your,tensor(0.2010),tensor(0.3256),tensor(0.2584),tensor(0.2010),tensor(0.3256),"[CLS] mum : come on , john , eat your breakfast ; you ` ll be late for school . john : i don ` t want to go to school . the teachers do not like me , the children do not like me - even the caretaker doesn ' t like me ! mum ; all the same , you must go . john : why should i go ? mum : well , for one thing you are forty five years old , and for another your the headmaster . [SEP]",495
847,mum,mum,mum,tensor(0.3588),tensor(0.4077),tensor(0.3109),tensor(0.3109),tensor(0.4077),"[CLS] mum : come on , john , eat your breakfast ; you ` ll be late for school . john : i don ` t want to go to school . the teachers do not like me , the children do not like me - even the caretaker doesn ' t like me ! mum ; all the same , you must go . john : why should i go ? mum : well , for one thing you are forty five years old , and for another your the headmaster . [SEP]",495
848,two teddy bears,two teddy bears,-,tensor(1.),0,0,0,0,[CLS] there are two teddy bears in the airing cupboard . which one is in the army ? the one on the tank . [SEP],496
849,one triangular,it,-,tensor(0.5088),0,0,0,0,[CLS] why is to bler one triangular ? so it will fit in the box . [SEP],498
850,the ham ster found dead in his cage,his,he,tensor(0.6590),tensor(0.2690),tensor(0.5779),tensor(0.2690),tensor(0.6590),[CLS] did you hear about the ham ster found dead in his cage ? . . . . apparently he fell asleep at the wheel ! [SEP],500
