cluster_main_word,coref_word,cosine_simil,cluster_words_pos,joke,id_joke,semantic_shift_word,automatic_semantic_shift_joke,primechanye
all her fellow hr professionals,they,tensor(0.6200),"[[125, 129], [131, 131], [140, 140], [147, 147]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
all her fellow hr professionals,they,tensor(0.4059),"[[125, 129], [131, 131], [140, 140], [147, 147]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
all her fellow hr professionals,they,tensor(0.3344),"[[125, 129], [131, 131], [140, 140], [147, 147]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
the devil who was a really nice guy,he,tensor(0.4331),"[[160, 167], [220, 220], [289, 290], [297, 297], [343, 344]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
the devil who was a really nice guy,the devil,tensor(0.4539),"[[160, 167], [220, 220], [289, 290], [297, 297], [343, 344]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
the devil who was a really nice guy,his,tensor(0.2636),"[[160, 167], [220, 220], [289, 290], [297, 297], [343, 344]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
the devil who was a really nice guy,the devil,tensor(0.4877),"[[160, 167], [220, 220], [289, 290], [297, 297], [343, 344]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
hell,hell,tensor(0.2619),"[[73, 73], [244, 244]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
a beautiful golf course,a golf course,tensor(0.6049),"[[115, 118], [321, 323]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
a des olate waste land covered in garbage,a waste land,tensor(0.6829),"[[264, 271], [333, 335]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
her friends,all my friends,tensor(0.5890),"[[273, 274], [337, 339]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,no,yes,
yesterday,yesterday,tensor(0.4785),"[[312, 312], [353, 353]]","[CLS] one day , a hr woman was hit by a bus and killed . her soul arrived in heaven and she was met by st . peter . welcome to heaven . before you get settled in , it seems we have a problem . we have never once had hr manager make it this far . what we are going to do is let you have a day in hell and a day in heaven , then you can choose your eternity said st . peter . st . peter put her in an elevator , it went down - down - down . the doors opened , she stepped onto a beautiful golf course . in front of her were all her fellow hr professionals . they were all dressed in evening gown s . they ran up and kissed her . they played golf and she enjoyed steak and lobster dinner . she met the devil who was a really nice guy , she had great time telling jokes and dancing . when it was time to leave , everyone shook her hand and waved good - bye . so she spent the next hours lou nging around on the clouds , playing the harp and singing . now you must choose your eternity he said . she paused and then replied , well , heaven has been great but i think i had a better time in hell . so she went down - down - down . when the doors opened , she was standing in a des olate waste land covered in garbage . her friends were dressed in rags and were picking up garbage for the evening meal . the devil came up to her and put his arm around her and laughed . i do not understand , she stammered . yesterday i had great time here , there was a golf course and we ate lobster . now all there is a waste land and all my friends look miserable . the devil looked at her and grinned , that because yesterday we were recruiting you , but today you are staff . [SEP]",536,yes,yes,
it,it,tensor(0.4206),"[[15, 15], [23, 23]]",[CLS] what is the last thing to go through a bug mind after it hits the windshield of a car ? it rear end ! [SEP],537,yes,yes,"языковая игра, нужен синтакс разбор, связь косвенная"
a small man,me,tensor(0.3451),"[[3, 5], [18, 18], [24, 24], [45, 47], [57, 59], [68, 68]]","[CLS] a small man jumped on a table in a bar and yelled : - show me an irish man , and i will show you a coward ! a huge , body bu ilde r looking guy stood up , walked to the little man and said : - here an irish man . the little guy darted out of the door and yelled over his shoulder : - and here goes the coward ! [SEP]",539,no,yes,
a small man,i,tensor(0.3581),"[[3, 5], [18, 18], [24, 24], [45, 47], [57, 59], [68, 68]]","[CLS] a small man jumped on a table in a bar and yelled : - show me an irish man , and i will show you a coward ! a huge , body bu ilde r looking guy stood up , walked to the little man and said : - here an irish man . the little guy darted out of the door and yelled over his shoulder : - and here goes the coward ! [SEP]",539,no,yes,
a small man,the little man,tensor(0.6352),"[[3, 5], [18, 18], [24, 24], [45, 47], [57, 59], [68, 68]]","[CLS] a small man jumped on a table in a bar and yelled : - show me an irish man , and i will show you a coward ! a huge , body bu ilde r looking guy stood up , walked to the little man and said : - here an irish man . the little guy darted out of the door and yelled over his shoulder : - and here goes the coward ! [SEP]",539,no,yes,
a small man,the little guy,tensor(0.6967),"[[3, 5], [18, 18], [24, 24], [45, 47], [57, 59], [68, 68]]","[CLS] a small man jumped on a table in a bar and yelled : - show me an irish man , and i will show you a coward ! a huge , body bu ilde r looking guy stood up , walked to the little man and said : - here an irish man . the little guy darted out of the door and yelled over his shoulder : - and here goes the coward ! [SEP]",539,yes,yes,"связь  косвенная, надо сопоставлять куски текста, нужен синтакс разбор"
a small man,his,tensor(0.2711),"[[3, 5], [18, 18], [24, 24], [45, 47], [57, 59], [68, 68]]","[CLS] a small man jumped on a table in a bar and yelled : - show me an irish man , and i will show you a coward ! a huge , body bu ilde r looking guy stood up , walked to the little man and said : - here an irish man . the little guy darted out of the door and yelled over his shoulder : - and here goes the coward ! [SEP]",539,yes,yes,
a coward,the coward,tensor(0.5722),"[[28, 29], [75, 76]]","[CLS] a small man jumped on a table in a bar and yelled : - show me an irish man , and i will show you a coward ! a huge , body bu ilde r looking guy stood up , walked to the little man and said : - here an irish man . the little guy darted out of the door and yelled over his shoulder : - and here goes the coward ! [SEP]",539,yes,yes,
a psychiatrist,the psychiatrist,tensor(0.4435),"[[7, 8], [19, 20], [24, 24]]","[CLS] a guy walked into a psychiatrist office wearing only cl ing - film under pants . the psychiatrist said well , i can see you are nuts . [SEP]",540,no,no,проблема в предобработке -  недовыделена сущность. Из-за этого сдвиг отследить не получится. Нужен синтакс разбор
a psychiatrist,i,tensor(0.2660),"[[7, 8], [19, 20], [24, 24]]","[CLS] a guy walked into a psychiatrist office wearing only cl ing - film under pants . the psychiatrist said well , i can see you are nuts . [SEP]",540,no,no,
a guy,you,tensor(0.2906),"[[3, 4], [27, 27]]","[CLS] a guy walked into a psychiatrist office wearing only cl ing - film under pants . the psychiatrist said well , i can see you are nuts . [SEP]",540,no,no,
little johnny,you,tensor(0.3507),"[[3, 4], [21, 21], [25, 25], [33, 33], [45, 45], [47, 47], [54, 54]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
little johnny,johnny,tensor(0.4253),"[[3, 4], [21, 21], [25, 25], [33, 33], [45, 45], [47, 47], [54, 54]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
little johnny,johnny,tensor(0.4858),"[[3, 4], [21, 21], [25, 25], [33, 33], [45, 45], [47, 47], [54, 54]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
little johnny,johnny,tensor(0.3174),"[[3, 4], [21, 21], [25, 25], [33, 33], [45, 45], [47, 47], [54, 54]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
little johnny,i,tensor(0.2774),"[[3, 4], [21, 21], [25, 25], [33, 33], [45, 45], [47, 47], [54, 54]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,проблема в предобработке -  недовыделена сущность. Из-за этого сдвиг отследить не получится. Нужен синтакс разбор
little johnny,i,tensor(0.3137),"[[3, 4], [21, 21], [25, 25], [33, 33], [45, 45], [47, 47], [54, 54]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
the teacher,he,tensor(0.2718),"[[15, 16], [27, 27], [35, 36], [52, 52]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
the teacher,the teacher,tensor(0.4927),"[[15, 16], [27, 27], [35, 36], [52, 52]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
the teacher,sir,tensor(0.2595),"[[15, 16], [27, 27], [35, 36], [52, 52]]","[CLS] little johnny is working away furiously in the wood work room when the teacher enters . what are you making there , johnny ? he asks , a portable replies johnny . the teacher looks puzzled , a portable what ? . johnny replies i do not know yet sir , i have only made the handles ! [SEP]",545,no,no,
jim,his,tensor(0.4269),"[[5, 5], [7, 7], [13, 13], [17, 17]]",[CLS] why did jim bring his car into school ? because he wanted to drive his teacher up the wall ! [SEP],548,yes,yes,"связь  косвенная, надо сопоставлять куски текста, нужен синтакс разбор"
jim,he,tensor(0.5755),"[[5, 5], [7, 7], [13, 13], [17, 17]]",[CLS] why did jim bring his car into school ? because he wanted to drive his teacher up the wall ! [SEP],548,no,yes,
jim,his,tensor(0.3264),"[[5, 5], [7, 7], [13, 13], [17, 17]]",[CLS] why did jim bring his car into school ? because he wanted to drive his teacher up the wall ! [SEP],548,yes,yes,
a husband and wife,they,tensor(0.4462),"[[3, 6], [27, 27], [35, 35], [43, 43], [55, 55], [72, 72], [83, 83], [175, 178], [186, 186], [234, 234]]","[CLS] a husband and wife are traveling by car from key west to boston . after almost twenty - four hours on the road , they are too tired to continue , and they decide to stop for a rest . they stop at a nice hotel and take a room , but they only plan to sleep for four hours and then get back on the road . when they check out four hours later , the desk clerk hands them a bill for 350 dollars . the man explodes and demands to know why the charge is so high . he tells the clerk that although it a nice hotel , the rooms certainly aren ' t worth 350 dollars . when the clerk tells him that 350 dollars are the standard rate , the man insists on speaking to the manager . the manager listen s to the man and then explains that the hotel has an olympic - sized pool and a huge conference center that were available for the husband and wife to use . he also explains that they could have taken in one of the shows for which the hotel is famous . the best entertainer s from new york , hollywood and las vegas perform here , explains the manager . no matter what facility the manager mentions , the man replies , but we didn ' t use it ! the manager is un mo ved and eventually the man gives up and agrees to pay . he writes a check and gives it to the manager . the manager is surprised when he looks at the check . but sir , he says : this check is only made out for 100 dollars . that right , says the man . i charged you for two 50 dollars for sleeping with my wife . but i didn ' t ! ex claim s the manager . well , the man replies , she was here , and you could have . [SEP]",550,no,yes,
a husband and wife,they,tensor(0.5170),"[[3, 6], [27, 27], [35, 35], [43, 43], [55, 55], [72, 72], [83, 83], [175, 178], [186, 186], [234, 234]]","[CLS] a husband and wife are traveling by car from key west to boston . after almost twenty - four hours on the road , they are too tired to continue , and they decide to stop for a rest . they stop at a nice hotel and take a room , but they only plan to sleep for four hours and then get back on the road . when they check out four hours later , the desk clerk hands them a bill for 350 dollars . the man explodes and demands to know why the charge is so high . he tells the clerk that although it a nice hotel , the rooms certainly aren ' t worth 350 dollars . when the clerk tells him that 350 dollars are the standard rate , the man insists on speaking to the manager . the manager listen s to the man and then explains that the hotel has an olympic - sized pool and a huge conference center that were available for the husband and wife to use . he also explains that they could have taken in one of the shows for which the hotel is famous . the best entertainer s from new york , hollywood and las vegas perform here , explains the manager . no matter what facility the manager mentions , the man replies , but we didn ' t use it ! the manager is un mo ved and eventually the man gives up and agrees to pay . he writes a check and gives it to the manager . the manager is surprised when he looks at the check . but sir , he says : this check is only made out for 100 dollars . that right , says the man . i charged you for two 50 dollars for sleeping with my wife . but i didn ' t ! ex claim s the manager . well , the man replies , she was here , and you could have . [SEP]",550,no,yes,
a husband and wife,they,tensor(0.4478),"[[3, 6], [27, 27], [35, 35], [43, 43], [55, 55], [72, 72], [83, 83], [175, 178], [186, 186], [234, 234]]","[CLS] a husband and wife are traveling by car from key west to boston . after almost twenty - four hours on the road , they are too tired to continue , and they decide to stop for a rest . they stop at a nice hotel and take a room , but they only plan to sleep for four hours and then get back on the road . when they check out four hours later , the desk clerk hands them a bill for 350 dollars . the man explodes and demands to know why the charge is so high . he tells the clerk that although it a nice hotel , the rooms certainly aren ' t worth 350 dollars . when the clerk tells him that 350 dollars are the standard rate , the man insists on speaking to the manager . the manager listen s to the man and then explains that the hotel has an olympic - sized pool and a huge conference center that were available for the husband and wife to use . he also explains that they could have taken in one of the shows for which the hotel is famous . the best entertainer s from new york , hollywood and las vegas perform here , explains the manager . no matter what facility the manager mentions , the man replies , but we didn ' t use it ! the manager is un mo ved and eventually the man gives up and agrees to pay . he writes a check and gives it to the manager . the manager is surprised when he looks at the check . but sir , he says : this check is only made out for 100 dollars . that right , says the man . i charged you for two 50 dollars for sleeping with my wife . but i didn ' t ! ex claim s the manager . well , the man replies , she was here , and you could have . [SEP]",550,no,yes,
a husband and wife,they,tensor(0.4756),"[[3, 6], [27, 27], [35, 35], [43, 43], [55, 55], [72, 72], [83, 83], [175, 178], [186, 186], [234, 234]]","[CLS] a husband and wife are traveling by car from key west to boston . after almost twenty - four hours on the road , they are too tired to continue , and they decide to stop for a rest . they stop at a nice hotel and take a room , but they only plan to sleep for four hours and then get back on the road . when they check out four hours later , the desk clerk hands them a bill for 350 dollars . the man explodes and demands to know why the charge is so high . he tells the clerk that although it a nice hotel , the rooms certainly aren ' t worth 350 dollars . when the clerk tells him that 350 dollars are the standard rate , the man insists on speaking to the manager . the manager listen s to the man and then explains that the hotel has an olympic - sized pool and a huge conference center that were available for the husband and wife to use . he also explains that they could have taken in one of the shows for which the hotel is famous . the best entertainer s from new york , hollywood and las vegas perform here , explains the manager . no matter what facility the manager mentions , the man replies , but we didn ' t use it ! the manager is un mo ved and eventually the man gives up and agrees to pay . he writes a check and gives it to the manager . the manager is surprised when he looks at the check . but sir , he says : this check is only made out for 100 dollars . that right , says the man . i charged you for two 50 dollars for sleeping with my wife . but i didn ' t ! ex claim s the manager . well , the man replies , she was here , and you could have . [SEP]",550,no,yes,
a husband and wife,they,tensor(0.4353),"[[3, 6], [27, 27], [35, 35], [43, 43], [55, 55], [72, 72], [83, 83], [175, 178], [186, 186], [234, 234]]","[CLS] a husband and wife are traveling by car from key west to boston . after almost twenty - four hours on the road , they are too tired to continue , and they decide to stop for a rest . they stop at a nice hotel and take a room , but they only plan to sleep for four hours and then get back on the road . when they check out four hours later , the desk clerk hands them a bill for 350 dollars . the man explodes and demands to know why the charge is so high . he tells the clerk that although it a nice hotel , the rooms certainly aren ' t worth 350 dollars . when the clerk tells him that 350 dollars are the standard rate , the man insists on speaking to the manager . the manager listen s to the man and then explains that the hotel has an olympic - sized pool and a huge conference center that were available for the husband and wife to use . he also explains that they could have taken in one of the shows for which the hotel is famous . the best entertainer s from new york , hollywood and las vegas perform here , explains the manager . no matter what facility the manager mentions , the man replies , but we didn ' t use it ! the manager is un mo ved and eventually the man gives up and agrees to pay . he writes a check and gives it to the manager . the manager is surprised when he looks at the check . but sir , he says : this check is only made out for 100 dollars . that right , says the man . i charged you for two 50 dollars for sleeping with my wife . but i didn ' t ! ex claim s the manager . well , the man replies , she was here , and you could have . [SEP]",550,no,yes,
a husband and wife,them,tensor(0.4103),"[[3, 6], [27, 27], [35, 35], [43, 43], [55, 55], [72, 72], [83, 83], [175, 178], [186, 186], [234, 234]]","[CLS] a husband and wife are traveling by car from key west to boston . after almost twenty - four hours on the road , they are too tired to continue , and they decide to stop for a rest . they stop at a nice hotel and take a room , but they only plan to sleep for four hours and then get back on the road . when they check out four hours later , the desk clerk hands them a bill for 350 dollars . the man explodes and demands to know why the charge is so high . he tells the clerk that although it a nice hotel , the rooms certainly aren ' t worth 350 dollars . when the clerk tells him that 350 dollars are the standard rate , the man insists on speaking to the manager . the manager listen s to the man and then explains that the hotel has an olympic - sized pool and a huge conference center that were available for the husband and wife to use . he also explains that they could have taken in one of the shows for which the hotel is famous . the best entertainer s from new york , hollywood and las vegas perform here , explains the manager . no matter what facility the manager mentions , the man replies , but we didn ' t use it ! the manager is un mo ved and eventually the man gives up and agrees to pay . he writes a check and gives it to the manager . the manager is surprised when he looks at the check . but sir , he says : this check is only made out for 100 dollars . that right , says the man . i charged you for two 50 dollars for sleeping with my wife . but i didn ' t ! ex claim s the manager . well , the man replies , she was here , and you could have . [SEP]",550,no,yes,
